TransactionNumber,Timestamp,AccountNumber,TransactionType,Amount,Currency,Description,TransactionStatus,TransactionMethod,TransactionOrigin,TransactionReferenceNumber,DestinationAccountID,DestinationCustomerName,DestinationBankID,DestinationCountry,TransactionFees,TransactionAuthorizationMethod,TransactionLocation,money_laundering,CustomerName
1000004121,2024-03-20 14:55:30,1000000034,Withdrawal,200.0,AUD,Emergency Cash,Completed,ATM,In-branch,REF1000005011,nil,nil,nil,nil,3.0,Authentication,Australia,0,
1000004122,2024-03-20 14:55:30,1000000045,Transfer,200.0,AUD,Friend Loan,Completed,Online Banking,Online Banking,REF1000006510,1000000036,Stephen Lewis,BSB654123,Australia,0.0,Authorisation rule,Gold Coast,0,
1000004123,2024-03-20 14:55:40,1000000040,Fee charge,20.0,AUD,Service Fee,Completed,Direct Debit,Direct Debit,REF1000005788,nil,nil,nil,nil,0.0,Limits,Melbourne,0,
1000004124,2024-03-20 14:55:50,1000000007,Fee charge,20.0,AUD,Service Fee Charge,Completed,Direct Debit,Direct Debit,REF1000000758,nil,nil,nil,nil,0.0,Limits,Australia,0,
1000004125,2024-03-20 14:55:50,1000000007,Fee charge,20.0,AUD,Service Fee Charge,Completed,Direct Debit,Direct Debit,REF1000000770,nil,nil,nil,nil,0.0,Limits,Australia,0,
1000004126,2024-03-20 14:55:50,1000000009,Transfer,100.0,AUD,Charity Donation,Completed,Online Banking,Online Banking,REF1000001106,1000000034,Edward Davis,BSB321321,Australia,0.0,Authorisation rule,Australia,0,
1000004127,2024-03-20 14:55:50,1000000009,Transfer,100.0,AUD,Gift to Friend,Completed,Online Banking,Online Banking,REF1000001118,1000000044,Brandon Miller,BSB456789,Australia,0.0,Authorisation rule,Australia,0,
1000004128,2024-03-20 14:55:50,1000000014,Transfer,120.0,AUD,Family Transfer,Completed,Online Banking,Online Banking,REF1000002130,1000000022,Joseph Young,BSB123457,Australia,0.0,Limits,Australia,0,
1000004129,2024-03-20 14:55:50,1000000021,Fee charge,10.0,AUD,Account Maintenance Fee,Completed,Direct Debit,Direct Debit,REF1000003127,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000004130,2024-03-20 14:55:50,1000000021,Fee charge,20.0,AUD,Service Fee,Completed,Direct Debit,Direct Debit,REF1000003139,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000004131,2024-03-20 14:55:50,1000000031,Transfer,350.0,AUD,Charity Donation,Completed,Online Banking,Online Banking,REF1000004649,1000000029,Rebecca Martinez,BSB123464,Australia,0.0,Limits,Australia,0,
1000004132,2024-03-20 14:55:50,1000000032,Transfer,600.0,AUD,Sibling Support,Completed,Online Banking,Online Banking,REF1000004768,1000000026,Brian Scott,BSB123461,Australia,5.0,Limits,Australia,0,
1000004133,2024-03-20 14:55:50,1000000037,Withdrawal,250.0,AUD,Dining Out,Completed,Debit Card,In-branch,REF1000005445,nil,nil,nil,nil,0.0,Authentication,Albany,0,
1000004134,2024-03-20 14:55:50,1000000039,Withdrawal,250.0,AUD,Dinner with friends,Completed,Debit Card,ATM,REF1000005669,nil,nil,nil,nil,0.0,Limits,Coffs Harbour,0,
1000004135,2024-03-20 14:55:50,1000000048,Withdrawal,400.0,AUD,Emergency Cash,Completed,ATM,ATM,REF1000007109,nil,nil,nil,nil,3.0,Authentication,Brisbane,0,
1000004136,2024-03-20 14:55:55,1000000022,Withdrawal,300.0,AUD,Cash Withdrawal,Completed,Cash,ATM,REF1000003418,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000004137,2024-03-20 15:45:45,1000000001,Fee charge,30.0,AUD,Service Fee,Completed,Direct Debit,Direct Debit,REF1000000050,nil,nil,nil,nil,0.0,Authorisation rule,Australia,0,
1000004138,2024-03-20 16:40:40,1000000032,Deposit,700.0,AUD,Bonus Deposit,Completed,Cash,In-branch,REF1000004779,nil,nil,nil,nil,0.0,Authentication,Lismore,0,
1000004139,2024-03-21 09:10:15,1000000028,Interest accrual,30.0,AUD,Monthly Interest Accrual,Completed,Authorisation workflow,Online Banking,REF1000004307,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000004140,2024-03-21 09:10:15,1000000034,Interest accrual,30.0,AUD,Monthly Interest,Completed,Authorisation workflow,Credit Card,REF1000005027,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000004141,2024-03-21 09:10:15,1000000044,Interest accrual,20.0,AUD,Monthly Interest,Completed,Authorisation workflow,Online Banking,REF1000006317,nil,nil,nil,nil,0.0,Authentication,Darwin,0,
1000004142,2024-03-21 09:10:15,1000000049,Interest accrual,10.0,AUD,Savings Interest,Completed,Authorisation workflow,Online Banking,REF1000007307,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000004143,2024-03-21 09:10:25,1000000022,Interest accrual,20.0,AUD,Savings Interest,Completed,Authorisation workflow,Online Banking,REF1000003436,nil,nil,nil,nil,0.0,Limits,Sunshine Coast,0,
1000004144,2024-03-21 09:30:15,1000000040,Withdrawal,600.0,AUD,Emergency Cash Withdrawal,Completed,ATM,ATM,REF1000005800,nil,nil,nil,nil,6.0,Authorisation rule,Melbourne,0,
1000004145,2024-03-21 09:30:25,1000000018,Transfer,170.0,AUD,Loan repayment transfer,Completed,Online Banking,Online Banking,REF1000002680,1000000048,Jason Clark,BSB901234,Australia,0.0,Authorisation rule,Australia,0,
1000004146,2024-03-21 09:30:25,1000000050,Interest accrual,30.0,AUD,Savings Interest,Completed,Authorisation workflow,Online Banking,REF1000007427,nil,nil,nil,nil,0.0,Authorisation workflow,Australia,0,
1000004147,2024-03-21 09:30:40,1000000017,Transfer,700.0,AUD,Repayment,Completed,Online Banking,Online Banking,REF1000002550,1000000036,Stephen Lewis,BSB654123,Australia,0.0,Limits,Australia,0,
1000004148,2024-03-21 09:40:20,1000000021,Fee charge,10.0,AUD,Service Fee,Completed,Direct Debit,Direct Debit,REF1000003262,nil,nil,nil,nil,0.0,Authentication,Wollongong,0,
1000004149,2024-03-21 09:40:25,1000000037,Withdrawal,120.0,AUD,ATM Withdrawal,Completed,Debit Card,ATM,REF1000005431,nil,nil,nil,nil,0.0,Authentication,Albany,0,
1000004150,2024-03-21 09:45:50,1000000026,Transfer,400.0,AUD,Family Transfer,Completed,Online Banking,Online Banking,REF1000004038,1000000032,Gary Martin,BSB654321,Australia,5.0,Limits,Australia,0,
1000004151,2024-03-21 09:50:15,1000000009,Transfer,170.0,AUD,Repayment to Colleague,Completed,Electronic Transfer,Online Banking,REF1000001025,1000000048,Jason Clark,BSB890123,Australia,0.0,Limits,Gold Coast,0,
1000004152,2024-03-21 10:05:40,1000000003,Transfer,220.0,AUD,Gift for Sister,Completed,Online Banking,Online Banking,REF1000000290,1000000034,Edward Davis,BSB321321,Australia,2.2,Limits,Brisbane,0,
1000004153,2024-03-21 10:30:25,1000000018,Transfer,250.0,AUD,Gift Transfer,Completed,Online Banking,Online Banking,REF1000002730,1000000049,Karen Lewis,BSB901234,Australia,0.0,Limits,Australia,0,
1000004154,2024-03-21 10:30:50,1000000006,Purchase,65.0,AUD,Coffee Shop Purchase,Completed,Debit Card,POS,REF1000000649,1000000043,Laura Anderson,BSB345678,Australia,0.0,Authentication,Australia,0,
1000004155,2024-03-21 10:35:45,1000000031,Withdrawal,230.0,AUD,Travel Cash Withdrawal,Completed,ATM,ATM,REF1000004659,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000004156,2024-03-21 10:40:30,1000000045,Bill Payment,150.0,AUD,Internet Bill Payment,Completed,Online Banking,Online Banking,REF1000006602,1000000033,GlobeGo Tours,InternetBankID,Australia,0.0,Authorisation workflow,Gold Coast,0,
1000004157,2024-03-21 10:40:50,1000000050,Purchase,90.0,AUD,Clothing Shopping,Completed,Online Banking,Online Banking,REF1000007413,1000000043,Laura Anderson,BSB345678,Australia,0.0,Authentication,Perth,0,
1000004158,2024-03-21 11:20:25,1000000009,Withdrawal,150.0,AUD,Dinner with Friends,Completed,Debit Card,ATM,REF1000001126,nil,nil,nil,nil,0.0,Authorisation rule,Australia,0,
1000004159,2024-03-21 11:20:25,1000000048,Withdrawal,400.0,AUD,ATM Withdrawal,Completed,Cash,ATM,REF1000007128,nil,nil,nil,nil,0.0,Limits,Dubbo,0,
1000004160,2024-03-21 11:20:30,1000000005,Deposit,250.0,AUD,Bonus Deposit,Completed,Electronic Transfer,Online Banking,REF1000000537,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000004161,2024-03-21 11:20:40,1000000030,Transfer,700.0,AUD,Family Support,Completed,Online Banking,Online Banking,REF1000004548,1000000023,Sharon Hall,BSB123458,Australia,0.0,Authorisation rule,Australia,0,
1000004162,2024-03-21 11:20:40,1000000039,Transfer,400.0,AUD,Friendship Loan Repayment,Completed,Electronic Transfer,Online Banking,REF1000005688,1000000029,Rebecca Martinez,BSB123464,Australia,0.0,Authorisation rule,Coffs Harbour,0,
1000004163,2024-03-21 11:25:40,1000000035,Transfer,400.0,AUD,Friend repayment,Completed,Online Banking,Online Banking,REF1000005212,1000000040,Christopher Taylor,BSB321321,Australia,0.0,Authentication,Kalgoorlie,0,
1000004164,2024-03-21 11:30:49,1000000009,Deposit,80.0,AUD,Additional Income,Completed,Electronic Transfer,Online Banking,REF1000001218,nil,nil,nil,nil,0.0,Authorisation rule,Australia,0,
1000004165,2024-03-21 11:50:35,1000000024,Withdrawal,180.0,AUD,Shopping Cash Withdrawal,Completed,ATM,In-branch,REF1000003670,nil,nil,nil,nil,2.0,Authorisation workflow,Australia,0,
1000004166,2024-03-21 11:55:55,1000000027,Purchase,70.0,AUD,Clothing Shopping,Completed,Mobile Banking,POS,REF1000004141,1000000039,Dorothy White,BSB123123,Australia,0.0,Limits,Australia,0,
1000004167,2024-03-21 12:30:20,1000000015,Transfer,250.0,AUD,Friend Transfer,Completed,Online Banking,Online Banking,REF1000002311,1000000025,Amy King,BSB123460,Australia,0.0,Limits,Australia,0,
1000004168,2024-03-21 12:40:30,1000000019,Purchase,70.0,AUD,Clothing shopping,Completed,Credit Card,POS,REF1000002850,1000000029,Rebecca Martinez,BSB123464,Australia,0.0,Limits,Australia,0,
1000004169,2024-03-21 12:45:30,1000000023,Transfer,600.0,AUD,Shared Expense,Completed,Online Banking,Online Banking,REF1000003540,1000000043,Laura Anderson,BSB345678,Australia,0.0,Limits,Australia,0,
1000004170,2024-03-21 13:40:15,1000000016,Fee charge,20.0,AUD,Transaction Fee,Completed,Direct Debit,Direct Debit,REF1000002447,nil,nil,nil,nil,0.0,Authorisation rule,Australia,0,
1000004171,2024-03-21 14:10:40,1000000015,Transfer,400.0,AUD,Family support,Completed,Online Banking,Online Banking,REF1000002328,1000000033,Amanda Wilson,BSB123123,Australia,0.0,Limits,Geraldton,0,
1000004172,2024-03-21 14:20:55,1000000008,Transfer,40.0,AUD,Repayment,Completed,Online Banking,Online Banking,REF1000000909,1000000028,Paul Harris,BSB123463,Australia,0.0,Authorisation rule,Australia,0,
1000004173,2024-03-21 14:25:40,1000000013,Interest accrual,2.0,AUD,Monthly Interest,Completed,Authorisation workflow,Online Banking,REF1000001932,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000004174,2024-03-21 14:25:50,1000000013,Transfer,400.0,AUD,Friend Loan Repayment,Completed,Electronic Transfer,Online Banking,REF1000001817,1000000030,Joshua Anderson,BSB123465,Australia,3.0,Limits,Ballarat,0,
1000004175,2024-03-21 14:35:30,1000000011,Deposit,450.0,AUD,Bonus Deposit,Completed,Electronic Transfer,Online Banking,REF1000001511,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000004176,2024-03-21 14:55:25,1000000038,Transfer,300.0,AUD,Repayment,Completed,Online Banking,Online Banking,REF1000005550,1000000044,Brandon Miller,BSB456789,Australia,5.0,Limits,Bundaberg,0,
1000004177,2024-03-21 15:10:40,1000000006,Transfer,180.0,AUD,Family Support,Completed,Electronic Transfer,Online Banking,REF1000000658,1000000028,Paul Harris,BSB123463,Australia,0.0,Authentication,Australia,0,
1000004178,2024-03-21 15:20:25,1000000010,Transfer,200.0,AUD,Friend Transfer,Completed,Online Banking,Online Banking,REF1000001338,1000000032,Gary Martin,BSB654321,Australia,0.0,Limits,Australia,0,
1000004179,2024-03-21 15:20:30,1000000002,Transfer,400.0,AUD,Friend Transfer,Completed,Online Banking,Online Banking,REF1000000178,1000000021,Carol Scott,BSB123456,Australia,0.0,Authentication,Australia,0,
1000004180,2024-03-21 15:20:50,1000000025,Purchase,70.0,AUD,Grocery Shopping,Completed,Debit Card,POS,REF1000003810,Supermarket789,Supermarket,BSBSupermarket,Australia,0.0,Limits,Australia,0,
1000004181,2024-03-21 15:20:50,1000000029,Purchase,80.0,AUD,Clothing Purchase,Completed,Mobile Banking,POS,REF1000004412,1000000040,Patricia Brown,BSB123456,Australia,0.0,Limits,Australia,0,
1000004182,2024-03-21 15:25:40,1000000001,Deposit,400.0,AUD,Bonus Deposit,Completed,Electronic Transfer,Online Banking,REF1000000058,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000004183,2024-03-21 15:25:40,1000000024,Transfer,400.0,AUD,Friend's Birthday Gift,Completed,Online Banking,Online Banking,REF1000003678,1000000042,Timothy Moore,BSB234567,Australia,5.0,Limits,Australia,0,
1000004184,2024-03-21 15:25:40,1000000038,Transfer,700.0,AUD,Friend loan repayment,Completed,Online Banking,Online Banking,REF1000005568,1000000046,Matthew Jones,BSB678901,Australia,0.0,Limits,Australia,0,
1000004185,2024-03-21 15:40:25,1000000010,Interest accrual,10.0,AUD,Monthly Interest,Completed,Authorisation workflow,Credit Card,REF1000001397,nil,nil,nil,nil,0.0,Authorisation rule,Australia,0,
1000004186,2024-03-21 15:40:25,1000000046,Interest accrual,20.0,AUD,Monthly interest accrual,Completed,Authorisation workflow,Credit Card,REF1000006889,nil,nil,nil,nil,0.0,Authentication,Canberra,0,
1000004187,2024-03-21 15:40:30,1000000034,Purchase,70.0,AUD,Clothing Shopping,Completed,Online Banking,Online Banking,REF1000005031,Merchant789,Fashion Boutique,MerchantBankID,Australia,0.0,Authorisation rule,Australia,0,
1000004188,2024-03-21 16:45:55,1000000002,Transfer,250.0,AUD,Friend Transfer,Completed,Online Banking,Online Banking,REF1000000161,1000000039,Dorothy White,BSB123123,Australia,0.0,Limits,Australia,0,
1000004189,2024-03-21 17:10:15,1000000049,Interest accrual,10.0,AUD,Savings Account Interest,Completed,Authorisation workflow,Online Banking,REF1000007247,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000004190,2024-03-21 17:30:25,1000000042,Interest accrual,50.0,AUD,Savings Interest,Completed,Authorisation workflow,Online Banking,REF1000006046,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000004191,2024-03-21 17:40:50,1000000027,Interest accrual,10.0,AUD,Monthly Interest,Completed,Authorisation workflow,Online Banking,REF1000004157,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000004192,2024-03-22 09:10:40,1000000025,Interest accrual,20.0,AUD,Monthly Interest,Completed,Authorisation workflow,Bank Branch,REF1000003826,nil,nil,nil,nil,0.0,Limits,Australia,0,
1000004193,2024-03-22 09:30:15,1000000004,Withdrawal,120.0,AUD,Cash Withdrawal,Completed,Cash,In-branch,REF1000000399,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000004194,2024-03-22 09:30:15,1000000040,Withdrawal,400.0,AUD,Emergency Cash Withdrawal,Completed,ATM,In-branch,REF1000005789,nil,nil,nil,nil,4.0,Authorisation rule,Melbourne,0,
1000004195,2024-03-22 09:30:40,1000000020,Interest accrual,50.0,AUD,Monthly interest accrual,Completed,Authorisation workflow,Online Banking,REF1000002987,nil,nil,nil,nil,0.0,Authorisation rule,Australia,0,
1000004196,2024-03-22 09:30:55,1000000021,Transfer,300.0,AUD,Charity Donation,Completed,Online Banking,Online Banking,REF1000003128,1000000040,Christopher Taylor,BSB321321,Australia,5.0,Limits,Australia,0,
1000004197,2024-03-22 09:35:40,1000000049,Withdrawal,200.0,AUD,Emergency Cash Withdrawal,Completed,ATM,In-branch,REF1000007230,nil,nil,nil,nil,2.0,Authentication,Australia,0,
1000004198,2024-03-22 09:35:55,1000000046,Transfer,250.0,AUD,Friend Reimbursement,Completed,Online Banking,Online Banking,REF1000006871,1000000039,Dorothy White,BSB123123,Australia,0.0,Limits,Australia,0,
1000004199,2024-03-22 09:40:30,1000000046,Transfer,250.0,AUD,Sibling Support Transfer,Completed,Online Banking,Online Banking,REF1000006811,1000000042,Timothy Moore,BSB234567,Australia,0.0,Authorisation workflow,Australia,0,
1000004200,2024-03-22 09:40:55,1000000045,Transfer,250.0,AUD,Family Transfer,Completed,Online Banking,Online Banking,REF1000006620,1000000039,Dorothy White,BSB123123,Australia,0.0,Authentication,Australia,0,
1000004201,2024-03-22 09:45:15,1000000003,Withdrawal,100.0,AUD,Emergency Cash,Completed,ATM,ATM,REF1000000280,nil,nil,nil,nil,0.0,Authentication,Brisbane,0,
1000004202,2024-03-22 09:55:25,1000000009,Interest accrual,10.0,AUD,Monthly Interest Accrual,Completed,Authorisation workflow,Credit Card,REF1000001032,nil,nil,nil,nil,0.0,Authorisation workflow,Australia,0,
1000004203,2024-03-22 09:55:50,1000000014,Withdrawal,80.0,AUD,ATM Withdrawal,Completed,Cash,ATM,REF1000002150,nil,nil,nil,nil,0.0,Limits,Australia,0,
1000004204,2024-03-22 10:00:00,1000000030,Transfer,1000.0,AUD,Fund Transfer,Completed,Online,Mobile Banking,REF1000007578,1000000050,Jeremy Martin,BSB012345,Australia,10.0,Authentication,"Sydney, Australia",1,
1000004205,2024-03-22 10:40:35,1000000031,Purchase,70.0,AUD,Clothing Purchase,Completed,Debit Card,POS,REF1000004650,1000000030,Joshua Anderson,BSB123465,Australia,0.0,Limits,Australia,0,
1000004206,2024-03-22 11:20:15,1000000046,Withdrawal,250.0,AUD,Cash Withdrawal,Completed,ATM,ATM,REF1000006721,nil,nil,nil,nil,2.5,Authentication,Australia,0,
1000004207,2024-03-22 11:20:30,1000000049,Purchase,70.0,AUD,Grocery Shopping,Completed,Debit Card,POS,REF1000007290,1000000037,Jessica Robinson,BSB123654,Australia,0.0,Authorisation rule,Australia,0,
1000004208,2024-03-22 11:20:35,1000000009,Withdrawal,150.0,AUD,Emergency Cash Withdrawal,Completed,ATM,ATM,REF1000001107,nil,nil,nil,nil,0.0,Limits,Australia,0,
1000004209,2024-03-22 11:20:35,1000000020,Withdrawal,600.0,AUD,Emergency Cash,Completed,ATM,In-branch,REF1000002969,nil,nil,nil,nil,3.0,Authorisation rule,Hobart,0,
1000004210,2024-03-22 11:20:35,1000000032,Withdrawal,200.0,AUD,Emergency Cash,Completed,ATM,ATM,REF1000004769,nil,nil,nil,nil,3.0,Authentication,Lismore,0,
1000004211,2024-03-22 11:20:35,1000000043,Purchase,70.0,AUD,Clothing Shopping,Completed,Credit Card,POS,REF1000006177,1000000029,Rebecca Martinez,BSB123464,Australia,0.0,Authorisation rule,Hobart,0,
1000004212,2024-03-22 11:20:40,1000000045,Withdrawal,120.0,AUD,ATM Withdrawal,Completed,ATM,ATM,REF1000006511,nil,nil,nil,nil,0.0,Authentication,Gold Coast,0,
1000004213,2024-03-22 11:20:40,1000000046,Withdrawal,100.0,AUD,Emergency Cash,Completed,ATM,In-branch,REF1000006739,nil,nil,nil,nil,0.0,Authentication,Canberra,0,
1000004214,2024-03-22 11:20:45,1000000004,Transfer,150.0,AUD,Family Transfer,Completed,Online Banking,Online Banking,REF1000000418,1000000032,Gary Martin,BSB654321,Australia,1.5,Limits,Perth,0,
1000004215,2024-03-22 11:20:55,1000000037,Transfer,150.0,AUD,Gift Transfer,Completed,Online Banking,Online Banking,REF1000005446,1000000048,Jason Clark,BSB890123,Australia,0.0,Authentication,Albany,0,
1000004216,2024-03-22 11:20:55,1000000039,Transfer,150.0,AUD,Sibling support,Completed,Online Banking,Online Banking,REF1000005670,1000000047,Samantha White,BSB789012,Australia,0.0,Authentication,Coffs Harbour,0,
1000004217,2024-03-22 11:25:15,1000000014,Withdrawal,200.0,AUD,Emergency Cash,Completed,ATM,ATM,REF1000002131,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000004218,2024-03-22 11:25:40,1000000033,Withdrawal,400.0,AUD,Cash Withdrawal,Completed,ATM,ATM,REF1000004908,nil,nil,nil,nil,0.0,Authorisation workflow,Geraldton,0,
1000004219,2024-03-22 11:30:15,1000000048,Transfer,600.0,AUD,Shared Expense,Completed,Online Banking,Online Banking,REF1000007110,1000000021,Carol Scott,BSB123456,Australia,5.0,Authorisation rule,Australia,0,
1000004220,2024-03-22 11:30:20,1000000022,Transfer,250.0,AUD,Family transfer,Completed,Online Banking,Online Banking,REF1000003419,1000000041,Patricia Brown,BSB123456,Australia,0.0,Limits,Australia,0,
1000004221,2024-03-22 11:30:20,1000000034,Transfer,700.0,AUD,Family Support Transfer,Completed,Online Banking,Online Banking,REF1000005012,1000000020,Kevin Walker,BSB012345,Australia,5.0,Limits,Australia,0,
1000004222,2024-03-22 11:30:20,1000000047,Withdrawal,150.0,AUD,Cash Withdrawal,Completed,ATM,In-branch,REF1000006991,nil,nil,nil,nil,0.0,Authentication,Sydney,0,
1000004223,2024-03-22 11:30:50,1000000023,Purchase,120.0,AUD,Clothing Shopping,Completed,Online Banking,Online Banking,REF1000003557,1000000037,Jessica Robinson,BSB123654,Australia,0.0,Authentication,Australia,0,
1000004224,2024-03-22 11:30:55,1000000007,Transfer,250.0,AUD,Charity Donation Transfer,Completed,Online Banking,Online Banking,REF1000000759,1000000035,Kathleen Davis,BSB567890,Australia,0.0,Authorisation rule,Australia,0,
